PP,y_true,y_pred,Age,Gender,Occupation
PP17,0,1,38,f,PhD candidate
PP17,0,1,38,f,PhD candidate
PP17,1,1,38,f,PhD candidate
PP17,0,0,38,f,PhD candidate
PP17,0,0,38,f,PhD candidate
PP17,1,0,38,f,PhD candidate
PP17,1,1,38,f,PhD candidate
PP17,0,0,38,f,PhD candidate
PP17,1,1,38,f,PhD candidate
PP17,1,1,38,f,PhD candidate
PP17,1,1,38,f,PhD candidate
PP17,0,0,38,f,PhD candidate
PP17,1,1,38,f,PhD candidate
PP17,1,1,38,f,PhD candidate
PP17,0,0,38,f,PhD candidate
PP17,1,1,38,f,PhD candidate
PP17,0,0,38,f,PhD candidate
PP18,0,0,24,m,Master MKE
PP18,1,1,24,m,Master MKE
PP18,1,1,24,m,Master MKE
PP18,0,1,24,m,Master MKE
PP18,1,1,24,m,Master MKE
PP18,1,0,24,m,Master MKE
PP18,1,1,24,m,Master MKE
PP18,1,1,24,m,Master MKE
PP18,1,0,24,m,Master MKE
PP18,0,0,24,m,Master MKE
PP18,1,0,24,m,Master MKE
PP18,1,1,24,m,Master MKE
PP18,0,1,24,m,Master MKE
PP18,1,1,24,m,Master MKE
PP18,0,0,24,m,Master MKE
PP18,0,1,24,m,Master MKE
PP18,0,0,24,m,Master MKE
PP18,1,0,24,m,Master MKE
PP18,1,1,24,m,Master MKE
PP18,1,0,24,m,Master MKE
PP18,0,0,24,m,Master MKE
PP18,0,0,24,m,Master MKE
PP18,1,1,24,m,Master MKE
PP18,1,0,24,m,Master MKE
PP18,0,1,24,m,Master MKE
PP18,1,1,24,m,Master MKE
PP18,1,1,24,m,Master MKE
PP18,0,1,24,m,Master MKE
PP18,0,0,24,m,Master MKE
PP18,1,1,24,m,Master MKE
PP19,1,1,23,f,Icelandic
PP19,1,1,23,f,Icelandic
PP19,0,0,23,f,Icelandic
PP19,0,0,23,f,Icelandic
PP19,0,0,23,f,Icelandic
PP19,0,1,23,f,Icelandic
PP19,1,1,23,f,Icelandic
PP19,1,1,23,f,Icelandic
PP19,0,0,23,f,Icelandic
PP19,1,1,23,f,Icelandic
PP19,0,0,23,f,Icelandic
PP19,0,0,23,f,Icelandic
PP19,0,0,23,f,Icelandic
PP19,1,1,23,f,Icelandic
PP19,1,1,23,f,Icelandic
PP19,0,1,23,f,Icelandic
PP19,0,1,23,f,Icelandic
PP19,0,0,23,f,Icelandic
PP19,1,1,23,f,Icelandic
PP19,1,1,23,f,Icelandic
PP19,1,1,23,f,Icelandic
PP19,1,1,23,f,Icelandic
PP19,0,0,23,f,Icelandic
PP19,1,1,23,f,Icelandic
PP19,1,1,23,f,Icelandic
PP19,1,0,23,f,Icelandic
PP19,0,1,23,f,Icelandic
PP19,0,0,23,f,Icelandic
PP19,0,1,23,f,Icelandic
PP19,0,0,23,f,Icelandic
PP19,1,1,23,f,Icelandic
PP19,0,0,23,f,Icelandic
PP19,1,1,23,f,Icelandic
PP2,0,0,25,m,student
PP2,0,1,25,m,student
PP2,0,0,25,m,student
PP2,0,0,25,m,student
PP2,1,1,25,m,student
PP2,0,1,25,m,student
PP2,1,1,25,m,student
PP2,1,1,25,m,student
PP2,1,1,25,m,student
PP2,0,0,25,m,student
PP2,1,1,25,m,student
PP2,0,0,25,m,student
PP2,1,1,25,m,student
PP2,0,0,25,m,student
PP2,0,0,25,m,student
PP2,0,0,25,m,student
PP2,1,1,25,m,student
PP2,0,0,25,m,student
PP2,0,0,25,m,student
PP2,1,1,25,m,student
PP2,0,0,25,m,student
PP2,0,0,25,m,student
PP2,1,1,25,m,student
PP2,1,1,25,m,student
PP2,1,1,25,m,student
PP2,0,0,25,m,student
PP2,0,0,25,m,student
PP2,0,0,25,m,student
PP2,0,1,25,m,student
PP2,0,0,25,m,student
PP2,1,1,25,m,student
PP20,1,1,21,f,Technische bestuurskunde
PP20,0,0,21,f,Technische bestuurskunde
PP20,0,0,21,f,Technische bestuurskunde
PP20,1,1,21,f,Technische bestuurskunde
PP20,1,1,21,f,Technische bestuurskunde
PP20,0,1,21,f,Technische bestuurskunde
PP20,1,1,21,f,Technische bestuurskunde
PP20,0,0,21,f,Technische bestuurskunde
PP20,1,1,21,f,Technische bestuurskunde
PP20,0,1,21,f,Technische bestuurskunde
PP20,0,1,21,f,Technische bestuurskunde
PP20,0,0,21,f,Technische bestuurskunde
PP20,1,1,21,f,Technische bestuurskunde
PP20,1,1,21,f,Technische bestuurskunde
PP20,1,1,21,f,Technische bestuurskunde
PP20,0,0,21,f,Technische bestuurskunde
PP20,0,0,21,f,Technische bestuurskunde
PP20,0,0,21,f,Technische bestuurskunde
PP20,0,1,21,f,Technische bestuurskunde
PP20,0,0,21,f,Technische bestuurskunde
PP20,1,0,21,f,Technische bestuurskunde
PP20,1,1,21,f,Technische bestuurskunde
PP20,1,1,21,f,Technische bestuurskunde
PP20,1,1,21,f,Technische bestuurskunde
PP20,1,1,21,f,Technische bestuurskunde
PP20,0,1,21,f,Technische bestuurskunde
PP20,1,1,21,f,Technische bestuurskunde
PP20,1,1,21,f,Technische bestuurskunde
PP20,1,1,21,f,Technische bestuurskunde
PP20,0,1,21,f,Technische bestuurskunde
PP20,0,1,21,f,Technische bestuurskunde
PP20,1,1,21,f,Technische bestuurskunde
PP20,1,1,21,f,Technische bestuurskunde
PP21,0,0,22,f,Photography
PP21,0,0,22,f,Photography
PP21,1,0,22,f,Photography
PP21,0,0,22,f,Photography
PP21,0,0,22,f,Photography
PP21,1,0,22,f,Photography
PP21,1,0,22,f,Photography
PP21,0,1,22,f,Photography
PP21,0,0,22,f,Photography
PP21,1,0,22,f,Photography
PP21,0,0,22,f,Photography
PP21,0,0,22,f,Photography
PP21,0,0,22,f,Photography
PP21,0,0,22,f,Photography
PP21,1,0,22,f,Photography
PP21,1,1,22,f,Photography
PP21,1,1,22,f,Photography
PP21,0,0,22,f,Photography
PP21,1,1,22,f,Photography
PP21,1,1,22,f,Photography
PP21,0,1,22,f,Photography
PP21,1,0,22,f,Photography
PP21,0,1,22,f,Photography
PP21,0,0,22,f,Photography
PP21,1,1,22,f,Photography
PP21,1,0,22,f,Photography
PP21,0,0,22,f,Photography
PP22,1,1,26,m,Physics
PP22,1,1,26,m,Physics
PP22,0,0,26,m,Physics
PP22,1,1,26,m,Physics
PP22,0,0,26,m,Physics
PP22,1,0,26,m,Physics
PP22,1,1,26,m,Physics
PP22,1,1,26,m,Physics
PP22,0,0,26,m,Physics
PP22,0,0,26,m,Physics
PP22,0,0,26,m,Physics
PP22,1,1,26,m,Physics
PP22,0,0,26,m,Physics
PP22,0,1,26,m,Physics
PP22,1,1,26,m,Physics
PP22,0,1,26,m,Physics
PP22,0,1,26,m,Physics
PP22,0,1,26,m,Physics
PP22,0,1,26,m,Physics
PP22,1,1,26,m,Physics
PP22,0,0,26,m,Physics
PP22,1,1,26,m,Physics
PP22,1,1,26,m,Physics
PP22,1,1,26,m,Physics
PP22,0,0,26,m,Physics
PP22,1,0,26,m,Physics
PP22,0,0,26,m,Physics
PP22,1,1,26,m,Physics
PP22,0,1,26,m,Physics
PP22,1,1,26,m,Physics
PP22,1,1,26,m,Physics
PP22,0,0,26,m,Physics
PP23,1,0,25,f,Computer Engineering
PP23,0,0,25,f,Computer Engineering
PP23,0,0,25,f,Computer Engineering
PP23,0,0,25,f,Computer Engineering
PP23,1,0,25,f,Computer Engineering
PP23,1,1,25,f,Computer Engineering
PP23,1,0,25,f,Computer Engineering
PP23,0,0,25,f,Computer Engineering
PP23,0,0,25,f,Computer Engineering
PP23,1,1,25,f,Computer Engineering
PP23,0,0,25,f,Computer Engineering
PP23,1,0,25,f,Computer Engineering
PP23,1,1,25,f,Computer Engineering
PP23,1,1,25,f,Computer Engineering
PP23,1,0,25,f,Computer Engineering
PP23,0,0,25,f,Computer Engineering
PP23,1,0,25,f,Computer Engineering
PP23,0,1,25,f,Computer Engineering
PP23,0,0,25,f,Computer Engineering
PP23,1,0,25,f,Computer Engineering
PP23,0,0,25,f,Computer Engineering
PP23,0,0,25,f,Computer Engineering
PP23,1,0,25,f,Computer Engineering
PP23,0,0,25,f,Computer Engineering
PP23,1,1,25,f,Computer Engineering
PP23,0,0,25,f,Computer Engineering
PP23,0,0,25,f,Computer Engineering
PP23,0,1,25,f,Computer Engineering
PP23,1,1,25,f,Computer Engineering
PP23,0,0,25,f,Computer Engineering
PP23,0,1,25,f,Computer Engineering
PP23,0,0,25,f,Computer Engineering
PP23,0,1,25,f,Computer Engineering
PP24,0,0,22,m,MSc Electrical Engineering
PP24,1,1,22,m,MSc Electrical Engineering
PP24,1,1,22,m,MSc Electrical Engineering
PP24,0,0,22,m,MSc Electrical Engineering
PP24,0,0,22,m,MSc Electrical Engineering
PP24,0,1,22,m,MSc Electrical Engineering
PP24,1,1,22,m,MSc Electrical Engineering
PP24,1,1,22,m,MSc Electrical Engineering
PP24,1,1,22,m,MSc Electrical Engineering
PP24,1,0,22,m,MSc Electrical Engineering
PP24,1,1,22,m,MSc Electrical Engineering
PP24,1,1,22,m,MSc Electrical Engineering
PP24,0,0,22,m,MSc Electrical Engineering
PP24,0,0,22,m,MSc Electrical Engineering
PP24,0,0,22,m,MSc Electrical Engineering
PP24,0,1,22,m,MSc Electrical Engineering
PP24,1,1,22,m,MSc Electrical Engineering
PP24,0,0,22,m,MSc Electrical Engineering
PP24,1,1,22,m,MSc Electrical Engineering
PP24,0,0,22,m,MSc Electrical Engineering
PP24,1,1,22,m,MSc Electrical Engineering
PP24,0,0,22,m,MSc Electrical Engineering
PP24,0,0,22,m,MSc Electrical Engineering
PP24,0,0,22,m,MSc Electrical Engineering
PP24,0,0,22,m,MSc Electrical Engineering
PP24,0,0,22,m,MSc Electrical Engineering
PP24,0,1,22,m,MSc Electrical Engineering
PP24,1,1,22,m,MSc Electrical Engineering
PP24,1,1,22,m,MSc Electrical Engineering
PP24,1,1,22,m,MSc Electrical Engineering
PP24,0,0,22,m,MSc Electrical Engineering
PP24,0,0,22,m,MSc Electrical Engineering
PP24,0,0,22,m,MSc Electrical Engineering
PP25,1,1,26,m,MSc Technische Informatica
PP25,0,0,26,m,MSc Technische Informatica
PP25,1,1,26,m,MSc Technische Informatica
PP25,0,0,26,m,MSc Technische Informatica
PP25,0,0,26,m,MSc Technische Informatica
PP25,0,0,26,m,MSc Technische Informatica
PP25,1,1,26,m,MSc Technische Informatica
PP25,0,0,26,m,MSc Technische Informatica
PP25,1,1,26,m,MSc Technische Informatica
PP25,1,1,26,m,MSc Technische Informatica
PP25,0,0,26,m,MSc Technische Informatica
PP25,0,0,26,m,MSc Technische Informatica
PP25,1,1,26,m,MSc Technische Informatica
PP25,1,1,26,m,MSc Technische Informatica
PP25,1,1,26,m,MSc Technische Informatica
PP25,1,1,26,m,MSc Technische Informatica
PP25,1,0,26,m,MSc Technische Informatica
PP25,1,1,26,m,MSc Technische Informatica
PP25,1,1,26,m,MSc Technische Informatica
PP25,0,0,26,m,MSc Technische Informatica
PP25,0,0,26,m,MSc Technische Informatica
PP25,1,1,26,m,MSc Technische Informatica
PP25,1,1,26,m,MSc Technische Informatica
PP25,1,1,26,m,MSc Technische Informatica
PP25,1,1,26,m,MSc Technische Informatica
PP25,1,1,26,m,MSc Technische Informatica
PP25,0,0,26,m,MSc Technische Informatica
PP25,1,1,26,m,MSc Technische Informatica
PP25,1,1,26,m,MSc Technische Informatica
PP25,0,0,26,m,MSc Technische Informatica
PP25,1,1,26,m,MSc Technische Informatica
PP25,1,1,26,m,MSc Technische Informatica
PP3,0,1,24,m,student
PP3,1,1,24,m,student
PP3,1,1,24,m,student
PP3,0,0,24,m,student
PP3,1,1,24,m,student
PP3,1,1,24,m,student
PP3,1,1,24,m,student
PP3,0,1,24,m,student
PP3,1,0,24,m,student
PP3,1,0,24,m,student
PP3,0,0,24,m,student
PP3,1,1,24,m,student
PP3,0,0,24,m,student
PP3,0,0,24,m,student
PP3,0,1,24,m,student
PP3,1,1,24,m,student
PP3,0,0,24,m,student
PP3,1,1,24,m,student
PP3,0,0,24,m,student
PP3,0,0,24,m,student
PP3,0,0,24,m,student
PP3,1,1,24,m,student
PP3,0,1,24,m,student
PP3,0,0,24,m,student
PP3,0,0,24,m,student
PP3,1,1,24,m,student
PP3,1,1,24,m,student
PP3,1,1,24,m,student
PP3,0,0,24,m,student
PP3,1,1,24,m,student
PP3,0,0,24,m,student
PP3,0,1,24,m,student
PP4,0,0,24,m,student
PP4,1,1,24,m,student
PP4,1,1,24,m,student
PP4,0,0,24,m,student
PP4,1,1,24,m,student
PP4,0,0,24,m,student
PP4,1,1,24,m,student
PP4,1,1,24,m,student
PP4,0,0,24,m,student
PP4,1,0,24,m,student
PP4,0,0,24,m,student
PP4,1,0,24,m,student
PP4,1,1,24,m,student
PP4,0,0,24,m,student
PP4,1,1,24,m,student
PP4,1,0,24,m,student
PP4,1,1,24,m,student
PP4,1,1,24,m,student
PP4,0,0,24,m,student
PP4,0,0,24,m,student
PP4,1,0,24,m,student
PP4,1,1,24,m,student
PP4,1,0,24,m,student
PP4,1,1,24,m,student
PP4,0,0,24,m,student
PP4,1,1,24,m,student
PP4,0,0,24,m,student
PP4,0,0,24,m,student
PP4,1,1,24,m,student
PP4,0,0,24,m,student
PP4,0,0,24,m,student
PP4,0,0,24,m,student
PP5,0,0,24,f,student
PP5,1,0,24,f,student
PP5,0,0,24,f,student
PP5,0,0,24,f,student
PP5,0,1,24,f,student
PP5,1,0,24,f,student
PP5,0,1,24,f,student
PP5,0,0,24,f,student
PP5,0,1,24,f,student
PP5,1,0,24,f,student
PP5,1,1,24,f,student
PP5,1,0,24,f,student
PP5,1,1,24,f,student
PP5,1,0,24,f,student
PP5,0,0,24,f,student
PP5,0,1,24,f,student
PP5,1,0,24,f,student
PP5,0,0,24,f,student
PP5,1,0,24,f,student
PP5,1,1,24,f,student
PP5,0,0,24,f,student
PP5,1,1,24,f,student
PP5,1,0,24,f,student
PP5,1,1,24,f,student
PP5,0,0,24,f,student
PP5,0,0,24,f,student
PP5,1,0,24,f,student
PP5,0,0,24,f,student
PP5,0,0,24,f,student
PP5,1,0,24,f,student
PP5,0,0,24,f,student
PP5,0,0,24,f,student
PP6,1,1,24,m,student
PP6,0,1,24,m,student
PP6,0,0,24,m,student
PP6,1,1,24,m,student
PP6,1,1,24,m,student
PP6,1,1,24,m,student
PP6,0,1,24,m,student
PP6,1,1,24,m,student
PP6,1,1,24,m,student
PP6,0,0,24,m,student
PP6,0,0,24,m,student
PP6,0,0,24,m,student
PP6,0,1,24,m,student
PP6,1,1,24,m,student
PP6,0,0,24,m,student
PP6,1,1,24,m,student
PP6,0,1,24,m,student
PP6,1,0,24,m,student
PP6,1,1,24,m,student
PP6,1,1,24,m,student
PP6,0,0,24,m,student
PP6,1,1,24,m,student
PP6,1,1,24,m,student
PP6,0,1,24,m,student
PP6,0,1,24,m,student
PP6,0,0,24,m,student
PP6,1,1,24,m,student
PP6,1,1,24,m,student
PP6,1,1,24,m,student
PP6,0,0,24,m,student
PP6,1,1,24,m,student
PP6,0,1,24,m,student
PP7,1,0,22,m,student
PP7,1,1,22,m,student
PP7,0,0,22,m,student
PP7,0,1,22,m,student
PP7,0,0,22,m,student
PP7,1,1,22,m,student
PP7,1,1,22,m,student
PP7,1,1,22,m,student
PP7,1,1,22,m,student
PP7,1,1,22,m,student
PP7,0,0,22,m,student
PP7,1,1,22,m,student
PP7,0,0,22,m,student
PP7,1,1,22,m,student
PP7,0,1,22,m,student
PP7,1,1,22,m,student
PP7,1,1,22,m,student
PP7,0,1,22,m,student
PP7,0,0,22,m,student
PP7,0,1,22,m,student
PP7,0,1,22,m,student
PP7,1,0,22,m,student
PP7,0,0,22,m,student
PP7,1,1,22,m,student
PP7,1,1,22,m,student
PP7,0,0,22,m,student
PP7,1,1,22,m,student
PP7,1,1,22,m,student
PP7,0,1,22,m,student
PP7,1,1,22,m,student
PP7,0,0,22,m,student
PP7,1,1,22,m,student
PP7,1,1,22,m,student
PP8,1,1,27,m,MSc Electrical Engineering
PP8,0,0,27,m,MSc Electrical Engineering
PP8,0,0,27,m,MSc Electrical Engineering
PP8,0,0,27,m,MSc Electrical Engineering
PP8,1,0,27,m,MSc Electrical Engineering
PP8,1,1,27,m,MSc Electrical Engineering
PP8,0,0,27,m,MSc Electrical Engineering
PP8,0,0,27,m,MSc Electrical Engineering
PP8,1,1,27,m,MSc Electrical Engineering
PP8,1,0,27,m,MSc Electrical Engineering
PP8,0,1,27,m,MSc Electrical Engineering
PP8,1,1,27,m,MSc Electrical Engineering
PP8,0,0,27,m,MSc Electrical Engineering
PP8,0,1,27,m,MSc Electrical Engineering
PP8,0,0,27,m,MSc Electrical Engineering
PP8,1,0,27,m,MSc Electrical Engineering
PP8,0,0,27,m,MSc Electrical Engineering
PP8,1,1,27,m,MSc Electrical Engineering
PP8,1,1,27,m,MSc Electrical Engineering
PP8,1,1,27,m,MSc Electrical Engineering
PP8,0,0,27,m,MSc Electrical Engineering
PP8,0,1,27,m,MSc Electrical Engineering
PP8,0,0,27,m,MSc Electrical Engineering
PP8,0,0,27,m,MSc Electrical Engineering
PP8,1,1,27,m,MSc Electrical Engineering
PP8,0,0,27,m,MSc Electrical Engineering
PP8,0,0,27,m,MSc Electrical Engineering
PP8,1,0,27,m,MSc Electrical Engineering
PP8,1,0,27,m,MSc Electrical Engineering
PP9,0,0,28,m,PhD informatics
PP9,1,1,28,m,PhD informatics
PP9,0,0,28,m,PhD informatics
PP9,0,0,28,m,PhD informatics
PP9,1,0,28,m,PhD informatics
PP9,0,0,28,m,PhD informatics
PP9,1,0,28,m,PhD informatics
PP9,1,1,28,m,PhD informatics
PP9,0,1,28,m,PhD informatics
PP9,0,1,28,m,PhD informatics
PP9,1,1,28,m,PhD informatics
PP9,1,1,28,m,PhD informatics
PP9,1,0,28,m,PhD informatics
PP9,0,1,28,m,PhD informatics
PP9,1,0,28,m,PhD informatics
PP9,0,1,28,m,PhD informatics
PP9,1,0,28,m,PhD informatics
PP9,1,1,28,m,PhD informatics
PP9,1,0,28,m,PhD informatics
PP9,1,0,28,m,PhD informatics
PP9,1,1,28,m,PhD informatics
PP9,1,1,28,m,PhD informatics
PP9,0,0,28,m,PhD informatics
PP9,1,1,28,m,PhD informatics
PP9,1,1,28,m,PhD informatics
PP9,0,0,28,m,PhD informatics
PP9,1,0,28,m,PhD informatics
PP9,1,0,28,m,PhD informatics
PP9,1,1,28,m,PhD informatics
PP9,1,1,28,m,PhD informatics
PP9,1,0,28,m,PhD informatics
