PP,y_true,y_pred,Age,Gender,Occupation
PP10,1,1,25,m,Information Science
PP10,1,1,25,m,Information Science
PP10,1,1,25,m,Information Science
PP10,1,1,25,m,Information Science
PP10,1,1,25,m,Information Science
PP10,1,1,25,m,Information Science
PP10,1,1,25,m,Information Science
PP10,1,1,25,m,Information Science
PP10,1,1,25,m,Information Science
PP10,1,1,25,m,Information Science
PP10,1,1,25,m,Information Science
PP10,1,1,25,m,Information Science
PP10,1,1,25,m,Information Science
PP10,1,1,25,m,Information Science
PP10,1,1,25,m,Information Science
PP10,1,1,25,m,Information Science
PP10,1,1,25,m,Information Science
PP10,1,1,25,m,Information Science
PP10,1,1,25,m,Information Science
PP10,1,1,25,m,Information Science
PP10,1,1,25,m,Information Science
PP10,1,1,25,m,Information Science
PP10,1,1,25,m,Information Science
PP10,1,1,25,m,Information Science
PP10,1,1,25,m,Information Science
PP10,1,1,25,m,Information Science
PP10,1,1,25,m,Information Science
PP10,1,1,25,m,Information Science
PP10,1,1,25,m,Information Science
PP10,1,1,25,m,Information Science
PP10,1,1,25,m,Information Science
PP10,1,1,25,m,Information Science
PP10,1,1,25,m,Information Science
PP10,0,1,25,m,Information Science
PP10,0,1,25,m,Information Science
PP10,0,1,25,m,Information Science
PP10,0,1,25,m,Information Science
PP10,0,1,25,m,Information Science
PP10,0,1,25,m,Information Science
PP10,1,1,25,m,Information Science
PP10,1,1,25,m,Information Science
PP10,1,1,25,m,Information Science
PP10,1,1,25,m,Information Science
PP10,1,1,25,m,Information Science
PP10,1,1,25,m,Information Science
PP10,1,1,25,m,Information Science
PP10,1,1,25,m,Information Science
PP10,1,1,25,m,Information Science
PP10,1,1,25,m,Information Science
PP10,1,1,25,m,Information Science
PP10,1,1,25,m,Information Science
PP10,1,1,25,m,Information Science
PP10,1,1,25,m,Information Science
PP10,1,1,25,m,Information Science
PP10,1,1,25,m,Information Science
PP10,1,1,25,m,Information Science
PP10,1,1,25,m,Information Science
PP10,1,1,25,m,Information Science
PP10,1,1,25,m,Information Science
PP10,1,1,25,m,Information Science
PP10,1,1,25,m,Information Science
PP10,1,1,25,m,Information Science
PP10,1,1,25,m,Information Science
PP10,1,1,25,m,Information Science
PP10,1,1,25,m,Information Science
PP11,0,1,21,m,student
PP11,0,1,21,m,student
PP11,0,1,21,m,student
PP11,0,1,21,m,student
PP11,0,1,21,m,student
PP11,0,1,21,m,student
PP11,0,1,21,m,student
PP11,0,1,21,m,student
PP11,0,1,21,m,student
PP11,0,1,21,m,student
PP11,0,1,21,m,student
PP11,0,1,21,m,student
PP11,0,1,21,m,student
PP11,0,1,21,m,student
PP11,0,1,21,m,student
PP11,0,1,21,m,student
PP11,0,1,21,m,student
PP11,0,1,21,m,student
PP11,0,1,21,m,student
PP11,0,1,21,m,student
PP11,0,1,21,m,student
PP11,0,1,21,m,student
PP11,0,1,21,m,student
PP11,0,1,21,m,student
PP11,0,1,21,m,student
PP11,0,1,21,m,student
PP11,0,1,21,m,student
PP11,0,1,21,m,student
PP11,0,1,21,m,student
PP11,0,1,21,m,student
PP11,0,1,21,m,student
PP11,0,1,21,m,student
PP11,0,1,21,m,student
PP11,0,1,21,m,student
PP11,0,1,21,m,student
PP11,0,1,21,m,student
PP11,0,1,21,m,student
PP11,0,1,21,m,student
PP11,0,1,21,m,student
PP11,0,1,21,m,student
PP11,0,1,21,m,student
PP11,0,1,21,m,student
PP11,0,1,21,m,student
PP11,0,1,21,m,student
PP11,0,1,21,m,student
PP11,0,1,21,m,student
PP11,0,1,21,m,student
PP11,0,1,21,m,student
PP11,0,1,21,m,student
PP11,0,1,21,m,student
PP11,0,1,21,m,student
PP11,0,1,21,m,student
PP11,0,1,21,m,student
PP11,1,1,21,m,student
PP11,1,1,21,m,student
PP11,1,1,21,m,student
PP11,1,1,21,m,student
PP11,1,1,21,m,student
PP11,1,1,21,m,student
PP11,1,1,21,m,student
PP11,1,1,21,m,student
PP11,1,1,21,m,student
PP11,1,1,21,m,student
PP11,1,1,21,m,student
PP11,1,1,21,m,student
PP11,1,1,21,m,student
PP11,1,1,21,m,student
PP11,1,1,21,m,student
PP11,1,1,21,m,student
PP11,1,1,21,m,student
PP11,1,1,21,m,student
PP11,1,1,21,m,student
PP11,1,1,21,m,student
PP11,1,1,21,m,student
PP11,1,1,21,m,student
PP11,1,1,21,m,student
PP11,1,1,21,m,student
PP11,1,1,21,m,student
PP11,1,1,21,m,student
PP11,1,1,21,m,student
PP11,0,1,21,m,student
PP11,0,1,21,m,student
PP11,0,1,21,m,student
PP11,0,1,21,m,student
PP11,0,1,21,m,student
PP11,0,1,21,m,student
PP11,1,1,21,m,student
PP11,1,1,21,m,student
PP11,1,1,21,m,student
PP11,1,1,21,m,student
PP11,1,1,21,m,student
PP11,1,1,21,m,student
PP11,1,1,21,m,student
PP11,1,1,21,m,student
PP11,1,1,21,m,student
PP11,1,1,21,m,student
PP11,1,1,21,m,student
PP11,1,1,21,m,student
PP11,1,1,21,m,student
PP11,1,1,21,m,student
PP11,1,1,21,m,student
PP11,1,1,21,m,student
PP11,1,1,21,m,student
PP11,1,1,21,m,student
PP11,1,1,21,m,student
PP11,1,1,21,m,student
PP11,1,1,21,m,student
PP11,1,1,21,m,student
PP11,1,1,21,m,student
PP11,1,1,21,m,student
PP11,1,1,21,m,student
PP11,1,1,21,m,student
PP11,1,1,21,m,student
PP11,1,1,21,m,student
PP11,1,1,21,m,student
PP11,1,1,21,m,student
PP11,1,1,21,m,student
PP11,1,1,21,m,student
PP11,1,1,21,m,student
PP11,1,1,21,m,student
PP11,1,1,21,m,student
PP11,1,1,21,m,student
PP11,1,1,21,m,student
PP11,1,1,21,m,student
PP11,1,1,21,m,student
PP11,1,1,21,m,student
PP11,1,1,21,m,student
PP12,0,1,24,f,student
PP12,0,1,24,f,student
PP12,0,1,24,f,student
PP12,0,1,24,f,student
PP12,0,1,24,f,student
PP12,0,1,24,f,student
PP12,0,1,24,f,student
PP12,0,1,24,f,student
PP12,0,1,24,f,student
PP12,0,1,24,f,student
PP12,0,1,24,f,student
PP12,0,1,24,f,student
PP12,0,1,24,f,student
PP12,0,1,24,f,student
PP12,0,1,24,f,student
PP12,0,1,24,f,student
PP12,0,1,24,f,student
PP12,0,1,24,f,student
PP12,0,1,24,f,student
PP12,0,1,24,f,student
PP12,0,1,24,f,student
PP12,0,1,24,f,student
PP12,0,1,24,f,student
PP12,0,1,24,f,student
PP12,0,1,24,f,student
PP12,0,1,24,f,student
PP12,0,1,24,f,student
PP12,0,1,24,f,student
PP12,0,1,24,f,student
PP12,0,1,24,f,student
PP12,0,1,24,f,student
PP12,0,1,24,f,student
PP12,0,1,24,f,student
PP12,0,1,24,f,student
PP12,0,1,24,f,student
PP12,0,1,24,f,student
PP12,0,1,24,f,student
PP12,0,1,24,f,student
PP12,0,1,24,f,student
PP12,0,1,24,f,student
PP12,0,1,24,f,student
PP12,0,1,24,f,student
PP12,0,1,24,f,student
PP12,0,1,24,f,student
PP12,0,1,24,f,student
PP12,0,1,24,f,student
PP12,0,1,24,f,student
PP12,0,1,24,f,student
PP12,0,1,24,f,student
PP12,0,1,24,f,student
PP12,0,1,24,f,student
PP12,0,1,24,f,student
PP12,0,1,24,f,student
PP12,0,1,24,f,student
PP12,1,1,24,f,student
PP12,1,1,24,f,student
PP12,1,1,24,f,student
PP12,1,1,24,f,student
PP12,1,1,24,f,student
PP12,1,1,24,f,student
PP12,1,1,24,f,student
PP12,1,1,24,f,student
PP12,1,1,24,f,student
PP12,1,1,24,f,student
PP12,1,1,24,f,student
PP12,1,1,24,f,student
PP12,1,1,24,f,student
PP12,1,1,24,f,student
PP12,1,1,24,f,student
PP12,1,1,24,f,student
PP12,1,1,24,f,student
PP12,1,1,24,f,student
PP12,1,1,24,f,student
PP12,1,1,24,f,student
PP12,1,1,24,f,student
PP12,1,1,24,f,student
PP12,1,1,24,f,student
PP12,1,1,24,f,student
PP12,1,1,24,f,student
PP12,1,1,24,f,student
PP12,1,1,24,f,student
PP12,1,1,24,f,student
PP12,1,1,24,f,student
PP12,1,1,24,f,student
PP12,1,1,24,f,student
PP12,1,1,24,f,student
PP12,1,1,24,f,student
PP12,1,1,24,f,student
PP12,1,1,24,f,student
PP12,1,1,24,f,student
PP12,1,1,24,f,student
PP12,1,1,24,f,student
PP12,1,1,24,f,student
PP12,1,1,24,f,student
PP12,1,1,24,f,student
PP12,1,1,24,f,student
PP12,0,1,24,f,student
PP12,0,1,24,f,student
PP12,0,1,24,f,student
PP12,0,1,24,f,student
PP12,0,1,24,f,student
PP12,0,1,24,f,student
PP12,1,1,24,f,student
PP12,1,1,24,f,student
PP12,1,1,24,f,student
PP12,1,1,24,f,student
PP12,1,1,24,f,student
PP12,1,1,24,f,student
PP12,1,1,24,f,student
PP12,1,1,24,f,student
PP12,1,1,24,f,student
PP12,1,1,24,f,student
PP12,1,1,24,f,student
PP12,1,1,24,f,student
PP12,1,1,24,f,student
PP12,1,1,24,f,student
PP12,1,1,24,f,student
PP12,1,1,24,f,student
PP12,1,1,24,f,student
PP12,1,1,24,f,student
PP12,1,1,24,f,student
PP12,1,1,24,f,student
PP12,1,1,24,f,student
PP12,1,1,24,f,student
PP12,1,1,24,f,student
PP12,1,1,24,f,student
PP12,1,1,24,f,student
PP12,1,1,24,f,student
PP12,1,1,24,f,student
PP13,0,1,26,m,student (Phd?)
PP13,0,1,26,m,student (Phd?)
PP13,0,1,26,m,student (Phd?)
PP13,0,1,26,m,student (Phd?)
PP13,0,1,26,m,student (Phd?)
PP13,0,1,26,m,student (Phd?)
PP13,0,1,26,m,student (Phd?)
PP13,0,1,26,m,student (Phd?)
PP13,0,1,26,m,student (Phd?)
PP13,0,1,26,m,student (Phd?)
PP13,0,1,26,m,student (Phd?)
PP13,0,1,26,m,student (Phd?)
PP13,0,1,26,m,student (Phd?)
PP13,0,1,26,m,student (Phd?)
PP13,0,1,26,m,student (Phd?)
PP13,0,1,26,m,student (Phd?)
PP13,0,1,26,m,student (Phd?)
PP13,0,1,26,m,student (Phd?)
PP13,0,1,26,m,student (Phd?)
PP13,0,1,26,m,student (Phd?)
PP13,0,1,26,m,student (Phd?)
PP13,0,1,26,m,student (Phd?)
PP13,0,1,26,m,student (Phd?)
PP13,0,1,26,m,student (Phd?)
PP13,0,1,26,m,student (Phd?)
PP13,0,1,26,m,student (Phd?)
PP13,0,1,26,m,student (Phd?)
PP13,0,1,26,m,student (Phd?)
PP13,0,1,26,m,student (Phd?)
PP13,0,1,26,m,student (Phd?)
PP13,0,1,26,m,student (Phd?)
PP13,0,1,26,m,student (Phd?)
PP13,0,1,26,m,student (Phd?)
PP13,0,1,26,m,student (Phd?)
PP13,0,1,26,m,student (Phd?)
PP13,0,1,26,m,student (Phd?)
PP13,0,1,26,m,student (Phd?)
PP13,0,1,26,m,student (Phd?)
PP13,0,1,26,m,student (Phd?)
PP13,0,1,26,m,student (Phd?)
PP13,0,1,26,m,student (Phd?)
PP13,0,1,26,m,student (Phd?)
PP13,0,1,26,m,student (Phd?)
PP13,0,1,26,m,student (Phd?)
PP13,0,1,26,m,student (Phd?)
PP13,0,1,26,m,student (Phd?)
PP13,0,1,26,m,student (Phd?)
PP13,0,1,26,m,student (Phd?)
PP13,0,1,26,m,student (Phd?)
PP13,0,1,26,m,student (Phd?)
PP13,0,1,26,m,student (Phd?)
PP13,0,1,26,m,student (Phd?)
PP13,0,1,26,m,student (Phd?)
PP13,0,1,26,m,student (Phd?)
PP13,1,1,26,m,student (Phd?)
PP13,1,1,26,m,student (Phd?)
PP13,1,1,26,m,student (Phd?)
PP13,1,1,26,m,student (Phd?)
PP13,1,1,26,m,student (Phd?)
PP13,1,1,26,m,student (Phd?)
PP13,1,1,26,m,student (Phd?)
PP13,1,1,26,m,student (Phd?)
PP13,1,1,26,m,student (Phd?)
PP13,1,1,26,m,student (Phd?)
PP13,1,1,26,m,student (Phd?)
PP13,1,1,26,m,student (Phd?)
PP13,1,1,26,m,student (Phd?)
PP13,1,1,26,m,student (Phd?)
PP13,1,1,26,m,student (Phd?)
PP13,1,1,26,m,student (Phd?)
PP13,1,1,26,m,student (Phd?)
PP13,1,1,26,m,student (Phd?)
PP13,1,1,26,m,student (Phd?)
PP13,1,1,26,m,student (Phd?)
PP13,1,1,26,m,student (Phd?)
PP13,1,1,26,m,student (Phd?)
PP13,1,1,26,m,student (Phd?)
PP13,1,1,26,m,student (Phd?)
PP13,1,1,26,m,student (Phd?)
PP13,1,1,26,m,student (Phd?)
PP13,1,1,26,m,student (Phd?)
PP13,0,1,26,m,student (Phd?)
PP13,0,1,26,m,student (Phd?)
PP13,0,1,26,m,student (Phd?)
PP13,0,1,26,m,student (Phd?)
PP13,0,1,26,m,student (Phd?)
PP13,0,1,26,m,student (Phd?)
PP13,1,1,26,m,student (Phd?)
PP13,1,1,26,m,student (Phd?)
PP13,1,1,26,m,student (Phd?)
PP13,1,1,26,m,student (Phd?)
PP13,1,1,26,m,student (Phd?)
PP13,1,1,26,m,student (Phd?)
PP13,1,1,26,m,student (Phd?)
PP13,1,1,26,m,student (Phd?)
PP13,1,1,26,m,student (Phd?)
PP13,1,1,26,m,student (Phd?)
PP13,1,1,26,m,student (Phd?)
PP13,1,1,26,m,student (Phd?)
PP13,1,1,26,m,student (Phd?)
PP13,1,1,26,m,student (Phd?)
PP13,1,1,26,m,student (Phd?)
PP13,1,1,26,m,student (Phd?)
PP13,1,1,26,m,student (Phd?)
PP13,1,1,26,m,student (Phd?)
PP13,1,1,26,m,student (Phd?)
PP13,1,1,26,m,student (Phd?)
PP13,1,1,26,m,student (Phd?)
PP13,1,1,26,m,student (Phd?)
PP13,1,1,26,m,student (Phd?)
PP13,1,1,26,m,student (Phd?)
PP13,1,1,26,m,student (Phd?)
PP13,1,1,26,m,student (Phd?)
PP13,1,1,26,m,student (Phd?)
PP13,1,1,26,m,student (Phd?)
PP13,1,1,26,m,student (Phd?)
PP13,1,1,26,m,student (Phd?)
PP13,1,1,26,m,student (Phd?)
PP13,1,1,26,m,student (Phd?)
PP13,1,1,26,m,student (Phd?)
PP13,1,1,26,m,student (Phd?)
PP13,1,1,26,m,student (Phd?)
PP13,1,1,26,m,student (Phd?)
PP13,1,1,26,m,student (Phd?)
PP13,1,1,26,m,student (Phd?)
PP13,1,1,26,m,student (Phd?)
PP14,0,1,26,m,student
PP14,0,1,26,m,student
PP14,0,1,26,m,student
PP14,0,1,26,m,student
PP14,0,1,26,m,student
PP14,0,1,26,m,student
PP14,0,1,26,m,student
PP14,0,1,26,m,student
PP14,0,1,26,m,student
PP14,0,1,26,m,student
PP14,0,1,26,m,student
PP14,0,1,26,m,student
PP14,0,1,26,m,student
PP14,0,1,26,m,student
PP14,0,1,26,m,student
PP14,0,1,26,m,student
PP14,0,1,26,m,student
PP14,0,1,26,m,student
PP14,0,1,26,m,student
PP14,0,1,26,m,student
PP14,0,1,26,m,student
PP14,0,1,26,m,student
PP14,0,1,26,m,student
PP14,0,1,26,m,student
PP14,0,1,26,m,student
PP14,0,1,26,m,student
PP14,0,1,26,m,student
PP14,0,1,26,m,student
PP14,0,1,26,m,student
PP14,0,1,26,m,student
PP14,0,1,26,m,student
PP14,0,1,26,m,student
PP14,0,1,26,m,student
PP14,0,1,26,m,student
PP14,0,1,26,m,student
PP14,0,1,26,m,student
PP14,0,1,26,m,student
PP14,0,1,26,m,student
PP14,0,1,26,m,student
PP14,0,1,26,m,student
PP14,0,1,26,m,student
PP14,0,1,26,m,student
PP14,0,1,26,m,student
PP14,0,1,26,m,student
PP14,0,1,26,m,student
PP14,0,1,26,m,student
PP14,0,1,26,m,student
PP14,0,1,26,m,student
PP14,0,1,26,m,student
PP14,0,1,26,m,student
PP14,0,1,26,m,student
PP14,0,1,26,m,student
PP14,0,1,26,m,student
PP14,0,1,26,m,student
PP14,1,1,26,m,student
PP14,1,1,26,m,student
PP14,1,1,26,m,student
PP14,1,1,26,m,student
PP14,1,1,26,m,student
PP14,1,1,26,m,student
PP14,1,1,26,m,student
PP14,1,1,26,m,student
PP14,1,1,26,m,student
PP14,1,1,26,m,student
PP14,1,1,26,m,student
PP14,1,1,26,m,student
PP14,1,1,26,m,student
PP14,1,1,26,m,student
PP14,1,1,26,m,student
PP14,1,1,26,m,student
PP14,1,1,26,m,student
PP14,1,1,26,m,student
PP14,1,1,26,m,student
PP14,1,1,26,m,student
PP14,1,1,26,m,student
PP14,1,1,26,m,student
PP14,1,1,26,m,student
PP14,1,1,26,m,student
PP14,1,1,26,m,student
PP14,1,1,26,m,student
PP14,1,1,26,m,student
PP14,1,1,26,m,student
PP14,1,1,26,m,student
PP14,1,1,26,m,student
PP14,1,1,26,m,student
PP14,1,1,26,m,student
PP14,1,1,26,m,student
PP14,1,1,26,m,student
PP14,1,1,26,m,student
PP14,1,1,26,m,student
PP14,1,1,26,m,student
PP14,1,1,26,m,student
PP14,1,1,26,m,student
PP14,1,1,26,m,student
PP14,1,1,26,m,student
PP14,1,1,26,m,student
PP14,0,1,26,m,student
PP14,0,1,26,m,student
PP14,0,1,26,m,student
PP14,0,1,26,m,student
PP14,0,1,26,m,student
PP14,0,1,26,m,student
PP14,1,1,26,m,student
PP14,1,1,26,m,student
PP14,1,1,26,m,student
PP14,1,1,26,m,student
PP14,1,1,26,m,student
PP14,1,1,26,m,student
PP14,1,1,26,m,student
PP14,1,1,26,m,student
PP14,1,1,26,m,student
PP14,1,1,26,m,student
PP14,1,1,26,m,student
PP14,1,1,26,m,student
PP14,1,1,26,m,student
PP14,1,1,26,m,student
PP14,1,1,26,m,student
PP14,1,1,26,m,student
PP14,1,1,26,m,student
PP14,1,1,26,m,student
PP14,1,1,26,m,student
PP14,1,1,26,m,student
PP14,1,1,26,m,student
PP14,1,1,26,m,student
PP14,1,1,26,m,student
PP14,1,1,26,m,student
PP14,1,1,26,m,student
PP14,1,1,26,m,student
PP14,1,1,26,m,student
PP15,0,1,24,m,student
PP15,0,1,24,m,student
PP15,0,1,24,m,student
PP15,0,1,24,m,student
PP15,0,1,24,m,student
PP15,0,1,24,m,student
PP15,0,1,24,m,student
PP15,0,1,24,m,student
PP15,0,1,24,m,student
PP15,0,1,24,m,student
PP15,0,1,24,m,student
PP15,0,1,24,m,student
PP15,0,1,24,m,student
PP15,0,1,24,m,student
PP15,0,1,24,m,student
PP15,0,1,24,m,student
PP15,0,1,24,m,student
PP15,0,1,24,m,student
PP15,0,1,24,m,student
PP15,0,1,24,m,student
PP15,0,1,24,m,student
PP15,0,1,24,m,student
PP15,0,1,24,m,student
PP15,0,1,24,m,student
PP15,0,1,24,m,student
PP15,0,1,24,m,student
PP15,0,1,24,m,student
PP15,0,1,24,m,student
PP15,0,1,24,m,student
PP15,0,1,24,m,student
PP15,0,1,24,m,student
PP15,0,1,24,m,student
PP15,0,1,24,m,student
PP15,0,1,24,m,student
PP15,0,1,24,m,student
PP15,0,1,24,m,student
PP15,0,1,24,m,student
PP15,0,1,24,m,student
PP15,0,1,24,m,student
PP15,0,1,24,m,student
PP15,0,1,24,m,student
PP15,0,1,24,m,student
PP15,0,1,24,m,student
PP15,0,1,24,m,student
PP15,0,1,24,m,student
PP15,0,1,24,m,student
PP15,0,1,24,m,student
PP15,0,1,24,m,student
PP15,0,1,24,m,student
PP15,0,1,24,m,student
PP15,0,1,24,m,student
PP15,0,1,24,m,student
PP15,0,1,24,m,student
PP15,1,1,24,m,student
PP15,1,1,24,m,student
PP15,1,1,24,m,student
PP15,1,1,24,m,student
PP15,1,1,24,m,student
PP15,1,1,24,m,student
PP15,1,1,24,m,student
PP15,1,1,24,m,student
PP15,1,1,24,m,student
PP15,1,1,24,m,student
PP15,1,1,24,m,student
PP15,1,1,24,m,student
PP15,1,1,24,m,student
PP15,1,1,24,m,student
PP15,1,1,24,m,student
PP15,1,1,24,m,student
PP15,1,1,24,m,student
PP15,1,1,24,m,student
PP15,1,1,24,m,student
PP15,1,1,24,m,student
PP15,1,1,24,m,student
PP15,1,1,24,m,student
PP15,1,1,24,m,student
PP15,1,1,24,m,student
PP15,1,1,24,m,student
PP15,1,1,24,m,student
PP15,0,1,24,m,student
PP15,0,1,24,m,student
PP15,0,1,24,m,student
PP15,0,1,24,m,student
PP15,0,1,24,m,student
PP15,0,1,24,m,student
PP15,1,1,24,m,student
PP15,1,1,24,m,student
PP15,1,1,24,m,student
PP15,1,1,24,m,student
PP15,1,1,24,m,student
PP15,1,1,24,m,student
PP15,1,1,24,m,student
PP15,1,1,24,m,student
PP15,1,1,24,m,student
PP15,1,1,24,m,student
PP15,1,1,24,m,student
PP15,1,1,24,m,student
PP15,1,1,24,m,student
PP15,1,1,24,m,student
PP15,1,1,24,m,student
PP15,1,1,24,m,student
PP15,1,1,24,m,student
PP15,1,1,24,m,student
PP15,1,1,24,m,student
PP15,1,1,24,m,student
PP15,1,1,24,m,student
PP15,1,1,24,m,student
PP15,1,1,24,m,student
PP15,1,1,24,m,student
PP15,1,1,24,m,student
PP15,1,1,24,m,student
PP15,1,1,24,m,student
PP15,1,1,24,m,student
PP15,1,1,24,m,student
PP15,1,1,24,m,student
PP15,1,1,24,m,student
PP15,1,1,24,m,student
PP15,1,1,24,m,student
PP15,1,1,24,m,student
PP15,1,1,24,m,student
PP15,1,1,24,m,student
PP16,0,1,27,f,student
PP16,0,1,27,f,student
PP16,0,1,27,f,student
PP16,0,1,27,f,student
PP16,0,1,27,f,student
PP16,0,1,27,f,student
PP16,0,1,27,f,student
PP16,0,1,27,f,student
PP16,0,1,27,f,student
PP16,0,1,27,f,student
PP16,0,1,27,f,student
PP16,0,1,27,f,student
PP16,0,1,27,f,student
PP16,0,1,27,f,student
PP16,0,1,27,f,student
PP16,0,1,27,f,student
PP16,0,1,27,f,student
PP16,0,1,27,f,student
PP16,0,1,27,f,student
PP16,0,1,27,f,student
PP16,0,1,27,f,student
PP16,0,1,27,f,student
PP16,0,1,27,f,student
PP16,0,1,27,f,student
PP16,0,1,27,f,student
PP16,0,1,27,f,student
